1:390.412,291.602,0.794843,
2:400.225,334.129,0.835496,
3:410.039,373.384,0.834142,
4:418.218,415.911,0.858157,
5:431.303,455.166,0.85017,
6:455.837,491.15,0.860056,
7:486.915,518.956,0.814698,
8:522.899,543.491,0.873464,
9:567.061,545.127,0.839015,
10:609.588,535.313,0.809587,
11:640.665,509.142,0.854194,
12:668.471,479.701,0.863662,
13:691.37,442.081,0.874178,
14:696.277,401.19,0.852841,
15:702.819,361.935,0.909541,
16:706.091,321.044,0.914697,
17:714.269,281.788,0.829093,
18:418.218,258.889,0.841389,
19:437.845,239.261,0.805219,
20:465.651,226.176,0.823231,
21:495.093,219.634,0.891707,
22:522.899,229.448,0.90533,
23:576.875,229.448,0.8592,
24:604.681,217.998,0.86409,
25:634.122,216.362,0.883046,
26:663.564,222.905,0.826031,
27:679.92,242.533,0.895828,
28:552.34,260.525,0.839804,
29:555.612,286.695,0.841189,
30:557.247,311.23,0.847163,
31:557.247,337.4,0.815889,
32:532.713,366.842,0.838872,
33:545.798,371.748,0.871784,
34:560.518,373.384,0.897798,
35:573.604,370.113,0.884325,
36:586.689,361.935,0.896294,
37:455.837,278.517,0.873444,
38:470.558,265.432,0.889156,
39:495.093,263.796,0.88357,
40:517.992,276.881,0.815215,
41:496.728,281.788,0.953361,
42:472.194,283.424,0.926638,
43:598.138,270.339,0.887932,
44:614.495,257.254,0.973001,
45:639.029,255.618,0.990051,
46:653.75,268.703,0.994281,
47:639.029,275.246,0.922128,
48:616.13,275.246,0.865023,
49:503.271,438.81,0.872807,
50:521.263,420.818,0.852529,
51:545.798,411.004,0.856066,
52:562.154,412.64,0.965423,
53:576.875,406.097,0.861686,
54:601.409,414.275,0.987348,
55:622.673,428.996,0.830048,
56:606.316,455.166,0.861471,
57:586.689,468.251,0.889037,
58:563.79,473.158,0.861048,
59:547.433,471.523,0.887316,
60:522.899,463.344,0.918461,
61:511.449,438.81,0.903838,
62:544.162,425.725,0.868939,
63:562.154,425.725,0.940308,
64:580.146,424.089,0.865185,
65:612.859,430.632,0.870033,
66:583.417,442.081,0.819553,
67:562.154,448.624,0.857203,
68:545.798,448.624,0.827916,
69:483.643,270.339,0.903745,
