1:473.606,324.055,0.762182,
2:484.047,367.309,0.81977,
3:498.962,413.546,0.868622,
4:503.437,455.309,0.768008,
5:515.369,497.072,0.752709,
6:539.233,531.377,0.721726,
7:570.555,559.716,0.767609,
8:604.86,586.563,0.760966,
9:643.64,594.021,0.869005,
10:685.402,582.089,0.798506,
11:716.724,556.733,0.825601,
12:749.538,522.428,0.864973,
13:773.402,485.14,0.872292,
14:783.843,443.377,0.811392,
15:785.335,400.123,0.855699,
16:791.301,355.377,0.830632,
17:797.267,309.14,0.793812,
18:495.979,312.123,0.821681,
19:512.386,294.225,0.916488,
20:536.25,282.292,0.904582,
21:567.572,282.292,0.864491,
22:594.42,288.258,0.863465,
23:648.114,285.275,0.806894,
24:677.945,273.343,0.882244,
25:704.792,270.36,0.90073,
26:737.606,274.835,0.861324,
27:759.979,292.733,0.884441,
28:624.25,319.58,0.859884,
29:624.25,350.902,0.826508,
30:622.758,379.241,0.871104,
31:622.758,410.563,0.791293,
32:603.369,429.953,0.806773,
33:615.301,435.919,0.849313,
34:630.216,438.902,0.888344,
35:642.148,432.936,0.896069,
36:655.572,425.479,0.925454,
37:536.25,331.513,0.961143,
38:548.182,321.072,0.913985,
39:570.555,319.58,0.956926,
40:588.453,330.021,0.859487,
41:570.555,331.513,0.958466,
42:549.674,333.004,0.895323,
43:673.47,321.072,0.857024,
44:691.369,313.614,0.900599,
45:712.25,312.123,0.892452,
46:727.165,319.58,0.946609,
47:712.25,324.055,0.867218,
48:691.369,324.055,0.890577,
49:578.013,491.106,0.842917,
50:595.911,480.665,0.862502,
51:616.792,473.207,0.890396,
52:631.708,474.699,0.97095,
53:649.606,471.716,0.845167,
54:673.47,473.207,0.875193,
55:695.843,485.14,0.877718,
56:677.945,510.495,0.913147,
57:655.572,523.919,0.933637,
58:636.182,526.902,0.849667,
59:618.284,525.411,0.913931,
60:595.911,514.97,0.876851,
61:585.47,492.597,0.86308,
62:618.284,485.14,0.906234,
63:631.708,485.14,0.91523,
64:652.589,482.156,0.824582,
65:688.385,485.14,0.8899,
66:654.08,498.563,0.871269,
67:633.199,500.055,0.84046,
68:618.284,500.055,0.840426,
69:560.115,327.038,0.84452,
